image,label,x,y,source
0000.jpg,1,1002,1714,track_core
0000.jpg,1,1011,1385,track_core
0000.jpg,1,961,1470,track_core
0000.jpg,1,1088,1709,track_core
0000.jpg,1,1089,1561,track_core
0000.jpg,0,1144,2710,consensus_cut_or_pot
0000.jpg,0,1144,3214,consensus_cut_or_pot
0000.jpg,0,1144,2957,consensus_cut_or_pot
0000.jpg,0,1144,3786,consensus_cut_or_pot
0000.jpg,0,1144,3326,consensus_cut_or_pot
0000.jpg,0,1144,2823,consensus_cut_or_pot
0000.jpg,0,1144,3089,consensus_cut_or_pot
0000.jpg,0,1144,3458,consensus_cut_or_pot
0001.jpg,1,1015,1710,track_core
0001.jpg,1,1011,1385,track_core
0001.jpg,1,961,1470,track_core
0001.jpg,1,1089,1561,track_core
0001.jpg,1,1101,1709,track_core
0001.jpg,0,1227,3523,consensus_cut_or_pot
0001.jpg,0,1228,2954,consensus_cut_or_pot
0001.jpg,0,1228,3612,consensus_cut_or_pot
0001.jpg,0,1228,3807,consensus_cut_or_pot
0001.jpg,0,1227,3233,consensus_cut_or_pot
0001.jpg,0,1228,2822,consensus_cut_or_pot
0001.jpg,0,1227,2691,consensus_cut_or_pot
0001.jpg,0,1228,3134,consensus_cut_or_pot
0002.jpg,1,1156,1386,track_core
0002.jpg,1,1321,1666,track_core
0002.jpg,1,1278,1233,track_core
0002.jpg,1,1147,1554,track_core
0002.jpg,1,1118,1259,track_core
0002.jpg,0,1456,3632,consensus_cut_or_pot
0002.jpg,0,1457,3049,consensus_cut_or_pot
0002.jpg,0,1457,2907,consensus_cut_or_pot
0002.jpg,0,1456,3519,consensus_cut_or_pot
0002.jpg,0,1456,3381,consensus_cut_or_pot
0002.jpg,0,1457,2783,consensus_cut_or_pot
0002.jpg,0,1457,2595,consensus_cut_or_pot
0002.jpg,0,1457,3271,consensus_cut_or_pot
0003.jpg,1,1321,1666,track_core
0003.jpg,1,1278,1233,track_core
0003.jpg,1,1153,1244,track_core
0003.jpg,1,1352,1363,track_core
0003.jpg,1,1191,1366,track_core
0003.jpg,0,1552,2732,consensus_cut_or_pot
0003.jpg,0,1551,3598,consensus_cut_or_pot
0003.jpg,0,1551,2862,consensus_cut_or_pot
0003.jpg,0,1552,3276,consensus_cut_or_pot
0003.jpg,0,1552,3448,consensus_cut_or_pot
0003.jpg,0,1551,3178,consensus_cut_or_pot
0003.jpg,0,1551,3826,consensus_cut_or_pot
0003.jpg,0,1552,3035,consensus_cut_or_pot
0004.jpg,1,1321,1666,track_core
0004.jpg,1,1278,1233,track_core
0004.jpg,1,1148,1243,track_core
0004.jpg,1,1352,1363,track_core
0004.jpg,1,1236,1492,track_core
0004.jpg,0,1571,3488,consensus_cut_or_pot
0004.jpg,0,1571,3105,consensus_cut_or_pot
0004.jpg,0,1571,2845,consensus_cut_or_pot
0004.jpg,0,1571,3311,consensus_cut_or_pot
0004.jpg,0,1571,3611,consensus_cut_or_pot
0004.jpg,0,1571,2646,consensus_cut_or_pot
0004.jpg,0,1571,3785,consensus_cut_or_pot
0004.jpg,0,1571,3000,consensus_cut_or_pot
0005.jpg,1,1321,1666,track_core
0005.jpg,1,1278,1233,track_core
0005.jpg,1,1182,1373,track_core
0005.jpg,1,1560,2018,track_core
0005.jpg,1,1118,1266,track_core
0005.jpg,0,1561,3257,consensus_cut_or_pot
0005.jpg,0,1561,2687,consensus_cut_or_pot
0005.jpg,0,1561,3501,consensus_cut_or_pot
0005.jpg,0,1561,3759,consensus_cut_or_pot
0005.jpg,0,1561,3359,consensus_cut_or_pot
0005.jpg,0,1561,2914,consensus_cut_or_pot
0005.jpg,0,1561,2819,consensus_cut_or_pot
0005.jpg,0,1561,3597,consensus_cut_or_pot
0006.jpg,1,1156,1386,track_core
0006.jpg,1,1321,1666,track_core
0006.jpg,1,1278,1233,track_core
0006.jpg,1,1557,2022,track_core
0006.jpg,1,1146,1244,track_core
0006.jpg,0,1506,2764,consensus_cut_or_pot
0006.jpg,0,1506,3096,consensus_cut_or_pot
0006.jpg,0,1506,3409,consensus_cut_or_pot
0006.jpg,0,1506,3810,consensus_cut_or_pot
0006.jpg,0,1506,3548,consensus_cut_or_pot
0006.jpg,0,1506,3221,consensus_cut_or_pot
0006.jpg,0,1506,3710,consensus_cut_or_pot
0006.jpg,0,1506,2613,consensus_cut_or_pot
0007.jpg,1,1156,1386,track_core
0007.jpg,1,1321,1666,track_core
0007.jpg,1,1559,2029,track_core
0007.jpg,1,1278,1233,track_core
0007.jpg,1,1147,1244,track_core
0007.jpg,0,1510,2896,consensus_cut_or_pot
0007.jpg,0,1510,3316,consensus_cut_or_pot
0007.jpg,0,1510,3685,consensus_cut_or_pot
0007.jpg,0,1510,2672,consensus_cut_or_pot
0007.jpg,0,1511,3086,consensus_cut_or_pot
0007.jpg,0,1510,2787,consensus_cut_or_pot
0007.jpg,0,1511,3587,consensus_cut_or_pot
0007.jpg,0,1510,3000,consensus_cut_or_pot
0008.jpg,1,1321,1666,track_core
0008.jpg,1,1168,1385,track_core
0008.jpg,1,1559,2029,track_core
0008.jpg,1,1278,1233,track_core
0008.jpg,1,1421,2029,track_core
0008.jpg,0,1547,3419,consensus_cut_or_pot
0008.jpg,0,1547,2957,consensus_cut_or_pot
0008.jpg,0,1547,3511,consensus_cut_or_pot
0008.jpg,0,1547,3175,consensus_cut_or_pot
0008.jpg,0,1547,2858,consensus_cut_or_pot
0008.jpg,0,1547,3602,consensus_cut_or_pot
0008.jpg,0,1547,3694,consensus_cut_or_pot
0008.jpg,0,1547,3084,consensus_cut_or_pot
0009.jpg,1,1064,1705,track_core
0009.jpg,1,1011,1385,track_core
0009.jpg,1,1089,1561,track_core
0009.jpg,1,1321,1666,track_core
0009.jpg,1,1103,1412,track_core
0009.jpg,0,1385,3344,consensus_cut_or_pot
0009.jpg,0,1385,2948,consensus_cut_or_pot
0009.jpg,0,1385,3680,consensus_cut_or_pot
0009.jpg,0,1386,3163,consensus_cut_or_pot
0009.jpg,0,1386,2680,consensus_cut_or_pot
0009.jpg,0,1385,3052,consensus_cut_or_pot
0009.jpg,0,1385,3538,consensus_cut_or_pot
0009.jpg,0,1385,3807,consensus_cut_or_pot
0010.jpg,1,1064,1705,track_core
0010.jpg,1,1011,1385,track_core
0010.jpg,1,1089,1561,track_core
0010.jpg,1,1321,1666,track_core
0010.jpg,1,1103,1412,track_core
0010.jpg,0,1389,3321,consensus_cut_or_pot
0010.jpg,0,1388,2887,consensus_cut_or_pot
0010.jpg,0,1389,2771,consensus_cut_or_pot
0010.jpg,0,1388,3012,consensus_cut_or_pot
0010.jpg,0,1389,2671,consensus_cut_or_pot
0010.jpg,0,1388,3764,consensus_cut_or_pot
