CaoMei2	0007	/data/fj/F2DMAS/00-论文优化重构/数据管理/01-输入图像/01-raw_frames/CaoMei2/0007.jpg	/data/fj/F2DMAS/00-论文优化重构/计算机与电子农业特刊实验工作区/01-算法模块修改与验证/阶段十七A_10GT困难样本Pilot与无GT测试审计/01_input_trackB/CaoMei2_0007.jpg
CaoMei2	0008	/data/fj/F2DMAS/00-论文优化重构/数据管理/01-输入图像/01-raw_frames/CaoMei2/0008.jpg	/data/fj/F2DMAS/00-论文优化重构/计算机与电子农业特刊实验工作区/01-算法模块修改与验证/阶段十七A_10GT困难样本Pilot与无GT测试审计/01_input_trackB/CaoMei2_0008.jpg
CaoMei2	0009	/data/fj/F2DMAS/00-论文优化重构/数据管理/01-输入图像/01-raw_frames/CaoMei2/0009.jpg	/data/fj/F2DMAS/00-论文优化重构/计算机与电子农业特刊实验工作区/01-算法模块修改与验证/阶段十七A_10GT困难样本Pilot与无GT测试审计/01_input_trackB/CaoMei2_0009.jpg
CaoMei2	0146	/data/fj/F2DMAS/00-论文优化重构/数据管理/01-输入图像/01-raw_frames/CaoMei2/0146.jpg	/data/fj/F2DMAS/00-论文优化重构/计算机与电子农业特刊实验工作区/01-算法模块修改与验证/阶段十七A_10GT困难样本Pilot与无GT测试审计/01_input_trackB/CaoMei2_0146.jpg
ChangShouHua3	0189	/data/fj/F2DMAS/00-论文优化重构/数据管理/01-输入图像/01-raw_frames/ChangShouHua3/0189.jpg	/data/fj/F2DMAS/00-论文优化重构/计算机与电子农业特刊实验工作区/01-算法模块修改与验证/阶段十七A_10GT困难样本Pilot与无GT测试审计/01_input_trackB/ChangShouHua3_0189.jpg
ChangShouHua3	0190	/data/fj/F2DMAS/00-论文优化重构/数据管理/01-输入图像/01-raw_frames/ChangShouHua3/0190.jpg	/data/fj/F2DMAS/00-论文优化重构/计算机与电子农业特刊实验工作区/01-算法模块修改与验证/阶段十七A_10GT困难样本Pilot与无GT测试审计/01_input_trackB/ChangShouHua3_0190.jpg
ChangShouHua3	0191	/data/fj/F2DMAS/00-论文优化重构/数据管理/01-输入图像/01-raw_frames/ChangShouHua3/0191.jpg	/data/fj/F2DMAS/00-论文优化重构/计算机与电子农业特刊实验工作区/01-算法模块修改与验证/阶段十七A_10GT困难样本Pilot与无GT测试审计/01_input_trackB/ChangShouHua3_0191.jpg
ChangShouHua3	0200	/data/fj/F2DMAS/00-论文优化重构/数据管理/01-输入图像/01-raw_frames/ChangShouHua3/0200.jpg	/data/fj/F2DMAS/00-论文优化重构/计算机与电子农业特刊实验工作区/01-算法模块修改与验证/阶段十七A_10GT困难样本Pilot与无GT测试审计/01_input_trackB/ChangShouHua3_0200.jpg
DouBanLv3	0211	/data/fj/F2DMAS/00-论文优化重构/数据管理/01-输入图像/01-raw_frames/DouBanLv3/0211.jpg	/data/fj/F2DMAS/00-论文优化重构/计算机与电子农业特刊实验工作区/01-算法模块修改与验证/阶段十七A_10GT困难样本Pilot与无GT测试审计/01_input_trackB/DouBanLv3_0211.jpg
DouBanLv3	0220	/data/fj/F2DMAS/00-论文优化重构/数据管理/01-输入图像/01-raw_frames/DouBanLv3/0220.jpg	/data/fj/F2DMAS/00-论文优化重构/计算机与电子农业特刊实验工作区/01-算法模块修改与验证/阶段十七A_10GT困难样本Pilot与无GT测试审计/01_input_trackB/DouBanLv3_0220.jpg
DouBanLv3	0221	/data/fj/F2DMAS/00-论文优化重构/数据管理/01-输入图像/01-raw_frames/DouBanLv3/0221.jpg	/data/fj/F2DMAS/00-论文优化重构/计算机与电子农业特刊实验工作区/01-算法模块修改与验证/阶段十七A_10GT困难样本Pilot与无GT测试审计/01_input_trackB/DouBanLv3_0221.jpg
DouBanLv3	0222	/data/fj/F2DMAS/00-论文优化重构/数据管理/01-输入图像/01-raw_frames/DouBanLv3/0222.jpg	/data/fj/F2DMAS/00-论文优化重构/计算机与电子农业特刊实验工作区/01-算法模块修改与验证/阶段十七A_10GT困难样本Pilot与无GT测试审计/01_input_trackB/DouBanLv3_0222.jpg
HongZhang	0134	/data/fj/F2DMAS/00-论文优化重构/数据管理/01-输入图像/01-raw_frames/HongZhang/0134.jpg	/data/fj/F2DMAS/00-论文优化重构/计算机与电子农业特刊实验工作区/01-算法模块修改与验证/阶段十七A_10GT困难样本Pilot与无GT测试审计/01_input_trackB/HongZhang_0134.jpg
HongZhang	0200	/data/fj/F2DMAS/00-论文优化重构/数据管理/01-输入图像/01-raw_frames/HongZhang/0200.jpg	/data/fj/F2DMAS/00-论文优化重构/计算机与电子农业特刊实验工作区/01-算法模块修改与验证/阶段十七A_10GT困难样本Pilot与无GT测试审计/01_input_trackB/HongZhang_0200.jpg
HongZhang	0202	/data/fj/F2DMAS/00-论文优化重构/数据管理/01-输入图像/01-raw_frames/HongZhang/0202.jpg	/data/fj/F2DMAS/00-论文优化重构/计算机与电子农业特刊实验工作区/01-算法模块修改与验证/阶段十七A_10GT困难样本Pilot与无GT测试审计/01_input_trackB/HongZhang_0202.jpg
HongZhang	0229	/data/fj/F2DMAS/00-论文优化重构/数据管理/01-输入图像/01-raw_frames/HongZhang/0229.jpg	/data/fj/F2DMAS/00-论文优化重构/计算机与电子农业特刊实验工作区/01-算法模块修改与验证/阶段十七A_10GT困难样本Pilot与无GT测试审计/01_input_trackB/HongZhang_0229.jpg
WanNianQing1	0223	/data/fj/F2DMAS/00-论文优化重构/数据管理/01-输入图像/01-raw_frames/WanNianQing1/0223.jpg	/data/fj/F2DMAS/00-论文优化重构/计算机与电子农业特刊实验工作区/01-算法模块修改与验证/阶段十七A_10GT困难样本Pilot与无GT测试审计/01_input_trackB/WanNianQing1_0223.jpg
WanNianQing1	0224	/data/fj/F2DMAS/00-论文优化重构/数据管理/01-输入图像/01-raw_frames/WanNianQing1/0224.jpg	/data/fj/F2DMAS/00-论文优化重构/计算机与电子农业特刊实验工作区/01-算法模块修改与验证/阶段十七A_10GT困难样本Pilot与无GT测试审计/01_input_trackB/WanNianQing1_0224.jpg
WanNianQing1	0225	/data/fj/F2DMAS/00-论文优化重构/数据管理/01-输入图像/01-raw_frames/WanNianQing1/0225.jpg	/data/fj/F2DMAS/00-论文优化重构/计算机与电子农业特刊实验工作区/01-算法模块修改与验证/阶段十七A_10GT困难样本Pilot与无GT测试审计/01_input_trackB/WanNianQing1_0225.jpg
